,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,NA_Sales_Ratio,EU_Sales_Ratio,JP_Sales_Ratio,Other_Sales_Ratio
9310,9458,Naruto Shippuden: Kizuna Drive,PSP,2010.0,Action,Desconocido,0.04,0.02,0.05,0.02,0.13,0.3076923076923077,0.15384615384615385,0.38461538461538464,0.15384615384615385
9311,9459,The IdolM@ster: One for All,PS3,2014.0,Misc,Desconocido,0.0,0.0,0.13,0.0,0.13,0.0,0.0,1.0,0.0
9312,9460,MX 2002 Featuring Ricky Carmichael,XB,2001.0,Racing,Desconocido,0.1,0.03,0.0,0.0,0.13,0.7692307692307693,0.23076923076923075,0.0,0.0
9313,9461,Indianapolis 500 Legends,Wii,2007.0,Racing,Desconocido,0.12,0.0,0.0,0.01,0.13,0.923076923076923,0.0,0.0,0.07692307692307693
9314,9462,Romance of the Three Kingdoms IV: Wall of Fire,PS,1995.0,Strategy,Desconocido,0.05,0.03,0.04,0.01,0.13,0.38461538461538464,0.23076923076923075,0.3076923076923077,0.07692307692307693
9315,9463,Illusion of Gaia,SNES,1993.0,Role-Playing,Desconocido,0.0,0.0,0.13,0.0,0.13,0.0,0.0,1.0,0.0
9316,9464,Steel Battalion: Heavy Armor,X360,2012.0,Misc,Desconocido,0.08,0.03,0.02,0.01,0.13,0.6153846153846154,0.23076923076923075,0.15384615384615385,0.07692307692307693
9317,9465,Academy of Champions: Soccer,Wii,2009.0,Sports,Desconocido,0.1,0.02,0.0,0.01,0.13,0.7692307692307693,0.15384615384615385,0.0,0.07692307692307693
9318,9466,Mega Man Anniversary Collection,XB,2005.0,Platform,Desconocido,0.1,0.03,0.0,0.0,0.13,0.7692307692307693,0.23076923076923075,0.0,0.0
9319,9467,Disney Princess: Enchanting Storybooks,DS,2011.0,Misc,Desconocido,0.08,0.04,0.0,0.01,0.13,0.6153846153846154,0.3076923076923077,0.0,0.07692307692307693
9320,9468,Sally's Salon,DS,2008.0,Simulation,Desconocido,0.12,0.0,0.0,0.01,0.13,0.923076923076923,0.0,0.0,0.07692307692307693
9321,9469,The Oregon Trail,3DS,2011.0,Simulation,Desconocido,0.12,0.0,0.0,0.01,0.13,0.923076923076923,0.0,0.0,0.07692307692307693
9322,9470,Disruptor,PS,1995.0,Shooter,Desconocido,0.07,0.05,0.0,0.01,0.13,0.5384615384615385,0.38461538461538464,0.0,0.07692307692307693
9323,9471,NBA Ballers: Chosen One,PS3,2008.0,Sports,Desconocido,0.12,0.0,0.0,0.01,0.13,0.923076923076923,0.0,0.0,0.07692307692307693
9324,9472,Lovely Lisa and Friends,DS,2010.0,Simulation,Desconocido,0.12,0.0,0.0,0.01,0.13,0.923076923076923,0.0,0.0,0.07692307692307693
9325,9473,Hasbro Family Fun Pack,XOne,2015.0,Misc,Desconocido,0.1,0.02,0.0,0.01,0.13,0.7692307692307693,0.15384615384615385,0.0,0.07692307692307693
9326,9474,Shrek Smash n' Crash Racing,GC,2006.0,Racing,Desconocido,0.1,0.03,0.0,0.0,0.13,0.7692307692307693,0.23076923076923075,0.0,0.0
9327,9475,Under Night In-Birth,PS3,2014.0,Fighting,Desconocido,0.06,0.02,0.04,0.02,0.13,0.4615384615384615,0.15384615384615385,0.3076923076923077,0.15384615384615385
9328,9476,Drakengard 2,PS2,2005.0,Role-Playing,Desconocido,0.06,0.05,0.0,0.02,0.13,0.4615384615384615,0.38461538461538464,0.0,0.15384615384615385
9329,9478,Grand Knights History,PSP,2011.0,Role-Playing,Desconocido,0.0,0.0,0.13,0.0,0.13,0.0,0.0,1.0,0.0
9330,9479,Harvest Moon DS (jp sales),DS,2005.0,Simulation,Desconocido,0.0,0.0,0.13,0.0,0.13,0.0,0.0,1.0,0.0
9331,9480,Summon Night: Twin Age,DS,2007.0,Role-Playing,Desconocido,0.07,0.0,0.05,0.01,0.13,0.5384615384615385,0.0,0.38461538461538464,0.07692307692307693
9332,9481,Sin and Punishment,N64,2000.0,Shooter,Desconocido,0.0,0.0,0.13,0.0,0.13,0.0,0.0,1.0,0.0
9333,9482,NBA Jam 2000,N64,1999.0,Sports,Desconocido,0.12,0.01,0.0,0.0,0.13,0.923076923076923,0.07692307692307693,0.0,0.0
9334,9483,Castlevania: Legacy of Darkness,N64,1999.0,Platform,Desconocido,0.06,0.02,0.05,0.0,0.13,0.4615384615384615,0.15384615384615385,0.38461538461538464,0.0
9335,9484,Just Dance: Disney Party,Wii,2012.0,Misc,Desconocido,0.01,0.1,0.0,0.02,0.13,0.07692307692307693,0.7692307692307693,0.0,0.15384615384615385
9336,9485,Cabela's Alaskan Adventure,X360,2006.0,Sports,Desconocido,0.12,0.0,0.0,0.01,0.13,0.923076923076923,0.0,0.0,0.07692307692307693
9337,9486,Rango: The Video Game,X360,2011.0,Action,Desconocido,0.06,0.06,0.0,0.01,0.13,0.4615384615384615,0.4615384615384615,0.0,0.07692307692307693
9338,9487,Shrek Super Party,XB,2002.0,Misc,Desconocido,0.1,0.03,0.0,0.0,0.13,0.7692307692307693,0.23076923076923075,0.0,0.0
9339,9488,Sonic Riders,XB,2006.0,Racing,Desconocido,0.1,0.03,0.0,0.0,0.13,0.7692307692307693,0.23076923076923075,0.0,0.0
9340,9489,Shimano Xtreme Fishing,Wii,2009.0,Sports,Desconocido,0.12,0.0,0.0,0.01,0.13,0.923076923076923,0.0,0.0,0.07692307692307693
9341,9490,The History Channel: Great Battles - Medieval,X360,2010.0,Strategy,Desconocido,0.08,0.04,0.0,0.01,0.13,0.6153846153846154,0.3076923076923077,0.0,0.07692307692307693
9342,9491,TRON: Evolution,PSP,2010.0,Action,Desconocido,0.09,0.02,0.0,0.02,0.13,0.6923076923076923,0.15384615384615385,0.0,0.15384615384615385
9343,9492,Rally Fusion: Race of Champions,PS2,2002.0,Racing,Desconocido,0.06,0.05,0.0,0.02,0.13,0.4615384615384615,0.38461538461538464,0.0,0.15384615384615385
9344,9493,Barbie and the Three Musketeers,DS,2009.0,Adventure,Desconocido,0.12,0.0,0.0,0.01,0.13,0.923076923076923,0.0,0.0,0.07692307692307693
9345,9494,Secret Agent Clank,PSP,2008.0,Platform,Desconocido,0.04,0.03,0.04,0.02,0.13,0.3076923076923077,0.23076923076923075,0.3076923076923077,0.15384615384615385
9346,9495,The House of the Dead,SAT,1997.0,Shooter,Desconocido,0.0,0.0,0.13,0.0,0.13,0.0,0.0,1.0,0.0
9347,9496,DreamWorks Super Star Kartz,DS,2011.0,Racing,Desconocido,0.09,0.03,0.0,0.01,0.13,0.6923076923076923,0.23076923076923075,0.0,0.07692307692307693
9348,9497,RealSports Volleyball,2600,1981.0,Sports,Desconocido,0.12,0.01,0.0,0.0,0.13,0.923076923076923,0.07692307692307693,0.0,0.0
9349,9498,Heroes of the Pacific,XB,2005.0,Simulation,Desconocido,0.1,0.03,0.0,0.0,0.13,0.7692307692307693,0.23076923076923075,0.0,0.0
9350,9499,Smart Boy's Gameroom,DS,2007.0,Misc,Desconocido,0.12,0.0,0.0,0.01,0.13,0.923076923076923,0.0,0.0,0.07692307692307693
9351,9500,NightCaster,XB,2002.0,Action,Desconocido,0.1,0.03,0.0,0.0,0.13,0.7692307692307693,0.23076923076923075,0.0,0.0
9352,9501,RollerCoaster Tycoon,XB,2003.0,Strategy,Desconocido,0.1,0.03,0.0,0.0,0.13,0.7692307692307693,0.23076923076923075,0.0,0.0
9353,9502,FIFA World Cup Germany 2006,GC,2006.0,Sports,Desconocido,0.1,0.03,0.0,0.0,0.13,0.7692307692307693,0.23076923076923075,0.0,0.0
9354,9503,Hitman 2: Silent Assassin,GC,2003.0,Action,Desconocido,0.1,0.03,0.0,0.0,0.13,0.7692307692307693,0.23076923076923075,0.0,0.0
9355,9504,MLB 13: The Show,PSV,2013.0,Sports,Desconocido,0.11,0.0,0.0,0.02,0.13,0.8461538461538461,0.0,0.0,0.15384615384615385
9356,9505,Nicktoons: MLB,X360,2011.0,Sports,Desconocido,0.12,0.0,0.0,0.01,0.13,0.923076923076923,0.0,0.0,0.07692307692307693
9357,9506,Digimon Racing,GBA,2004.0,Racing,Desconocido,0.09,0.03,0.0,0.0,0.13,0.6923076923076923,0.23076923076923075,0.0,0.0
9358,9507,Ape Escape 3,PS2,2005.0,Platform,Desconocido,0.06,0.05,0.0,0.02,0.13,0.4615384615384615,0.38461538461538464,0.0,0.15384615384615385
9359,9508,Green Lantern: Rise of the Manhunters,X360,2011.0,Action,Desconocido,0.07,0.05,0.0,0.01,0.13,0.5384615384615385,0.38461538461538464,0.0,0.07692307692307693
9360,9509,"Crouching Tiger, Hidden Dragon",PS2,2003.0,Action,Desconocido,0.06,0.05,0.0,0.02,0.13,0.4615384615384615,0.38461538461538464,0.0,0.15384615384615385
9361,9510,Last Bronx,SAT,1996.0,Fighting,Desconocido,0.0,0.0,0.13,0.0,0.13,0.0,0.0,1.0,0.0
9362,9511,Iridion II,GBA,2003.0,Shooter,Desconocido,0.09,0.03,0.0,0.0,0.13,0.6923076923076923,0.23076923076923075,0.0,0.0
9363,9512,Momotaro Douchuuki,SAT,1997.0,Misc,Desconocido,0.0,0.0,0.13,0.0,0.13,0.0,0.0,1.0,0.0
9364,9513,Brothers: A Tale of Two Sons,PS4,2015.0,Adventure,Desconocido,0.03,0.08,0.0,0.02,0.13,0.23076923076923075,0.6153846153846154,0.0,0.15384615384615385
9365,9514,Tom Clancy's Splinter Cell: Double Agent,Wii,2006.0,Action,Desconocido,0.1,0.01,0.0,0.01,0.13,0.7692307692307693,0.07692307692307693,0.0,0.07692307692307693
9366,9515,Whiplash,PS2,2003.0,Racing,Desconocido,0.06,0.05,0.0,0.02,0.13,0.4615384615384615,0.38461538461538464,0.0,0.15384615384615385
9367,9516,BlazBlue: Continuum Shift II,PSP,2011.0,Fighting,Desconocido,0.03,0.02,0.07,0.01,0.13,0.23076923076923075,0.15384615384615385,0.5384615384615385,0.07692307692307693
9368,9517,Backyard Sports Football: Rookie Rush,Wii,2010.0,Sports,Desconocido,0.12,0.0,0.0,0.01,0.13,0.923076923076923,0.0,0.0,0.07692307692307693
9369,9518,Warcraft III: Reign of Chaos,PC,2002.0,Strategy,Desconocido,0.03,0.08,0.0,0.02,0.13,0.23076923076923075,0.6153846153846154,0.0,0.15384615384615385
9370,9519,Farming Simulator 2011,PC,2010.0,Simulation,Desconocido,0.0,0.13,0.0,0.0,0.13,0.0,1.0,0.0,0.0
9371,9520,Margot's Word Brain,Wii,2008.0,Puzzle,Desconocido,0.12,0.0,0.0,0.01,0.13,0.923076923076923,0.0,0.0,0.07692307692307693
9372,9521,Spider-Man: Battle for New York,DS,2006.0,Platform,Desconocido,0.12,0.0,0.0,0.01,0.13,0.923076923076923,0.0,0.0,0.07692307692307693
9373,9522,Imagine: Fashion Designer,3DS,2011.0,Simulation,Desconocido,0.1,0.02,0.0,0.01,0.13,0.7692307692307693,0.15384615384615385,0.0,0.07692307692307693
9374,9523,Pop'n Music Portable,PSP,2010.0,Misc,Desconocido,0.0,0.0,0.13,0.0,0.13,0.0,0.0,1.0,0.0
9375,9525,Borderlands: Double Game Add-On Pack,X360,2010.0,Shooter,Desconocido,0.1,0.02,0.0,0.01,0.13,0.7692307692307693,0.15384615384615385,0.0,0.07692307692307693
9376,9526,Otogi: Myth of Demons,XB,2002.0,Action,Desconocido,0.08,0.02,0.03,0.0,0.13,0.6153846153846154,0.15384615384615385,0.23076923076923075,0.0
9377,9527,The Price is Right 2010 Edition,DS,2009.0,Misc,Desconocido,0.12,0.0,0.0,0.01,0.13,0.923076923076923,0.0,0.0,0.07692307692307693
9378,9528,Army Men: Soldiers of Misfortune,Wii,2008.0,Shooter,Desconocido,0.12,0.0,0.0,0.01,0.13,0.923076923076923,0.0,0.0,0.07692307692307693
9379,9529,Alter Echo,PS2,2003.0,Shooter,Desconocido,0.06,0.05,0.0,0.02,0.13,0.4615384615384615,0.38461538461538464,0.0,0.15384615384615385
9380,9530,Walt Disney Pictures Presents: The Wild,GBA,2006.0,Platform,Desconocido,0.09,0.03,0.0,0.0,0.13,0.6923076923076923,0.23076923076923075,0.0,0.0
9381,9531,Puzzle de Harvest Moon,DS,2007.0,Puzzle,Desconocido,0.12,0.0,0.0,0.01,0.13,0.923076923076923,0.0,0.0,0.07692307692307693
9382,9532,Reader Rabbit Kindergarten,Wii,2010.0,Misc,Desconocido,0.12,0.0,0.0,0.01,0.13,0.923076923076923,0.0,0.0,0.07692307692307693
9383,9533,Onechanbara: Bikini Samurai Squad,X360,2006.0,Action,Desconocido,0.11,0.01,0.0,0.01,0.13,0.8461538461538461,0.07692307692307693,0.0,0.07692307692307693
9384,9534,Metal Max 3,DS,2010.0,Role-Playing,Desconocido,0.0,0.0,0.13,0.0,0.13,0.0,0.0,1.0,0.0
9385,9535,Rock Band Track Pack Volume 1,PS2,2008.0,Misc,Desconocido,0.06,0.05,0.0,0.02,0.13,0.4615384615384615,0.38461538461538464,0.0,0.15384615384615385
9386,9536,Puyo Puyo!! 20th Anniversary,3DS,2011.0,Puzzle,Desconocido,0.0,0.0,0.13,0.0,0.13,0.0,0.0,1.0,0.0
9387,9537,Hour of Victory,X360,2007.0,Shooter,Desconocido,0.1,0.01,0.0,0.01,0.13,0.7692307692307693,0.07692307692307693,0.0,0.07692307692307693
9388,9538,Namco Soccer Prime Goal,PS,1995.0,Sports,Desconocido,0.0,0.0,0.12,0.01,0.13,0.0,0.0,0.923076923076923,0.07692307692307693
9389,9539,NBA 08,PS2,2007.0,Sports,Desconocido,0.06,0.05,0.0,0.02,0.13,0.4615384615384615,0.38461538461538464,0.0,0.15384615384615385
9390,9540,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PS3,2016.0,Action,Desconocido,0.0,0.0,0.13,0.0,0.13,0.0,0.0,1.0,0.0
9391,9541,Monster Hunter Frontier Online,X360,2010.0,Role-Playing,Desconocido,0.0,0.0,0.13,0.0,0.13,0.0,0.0,1.0,0.0
9392,9542,Green Lantern: Rise of the Manhunters,3DS,2011.0,Action,Desconocido,0.09,0.03,0.0,0.01,0.13,0.6923076923076923,0.23076923076923075,0.0,0.07692307692307693
9393,9543,Shin Megami Tensei: Digital Devil Saga,PS2,2004.0,Role-Playing,Desconocido,0.06,0.05,0.0,0.02,0.13,0.4615384615384615,0.38461538461538464,0.0,0.15384615384615385
9394,9544,7 Wonders of the Ancient World,DS,2007.0,Puzzle,Desconocido,0.1,0.01,0.0,0.01,0.13,0.7692307692307693,0.07692307692307693,0.0,0.07692307692307693
9395,9545,Backyard Baseball '09,DS,2008.0,Sports,Desconocido,0.12,0.0,0.0,0.01,0.13,0.923076923076923,0.0,0.0,0.07692307692307693
9396,9546,Puppies 3D,3DS,2011.0,Misc,Desconocido,0.08,0.04,0.0,0.01,0.13,0.6153846153846154,0.3076923076923077,0.0,0.07692307692307693
9397,9547,Jissen Pachi-Slot Hisshouhou! Aladdin II Evolution,PS2,2005.0,Misc,Desconocido,0.0,0.0,0.13,0.0,0.13,0.0,0.0,1.0,0.0
9398,9548,Mystic Ark,SNES,1995.0,Role-Playing,Desconocido,0.0,0.0,0.13,0.0,0.13,0.0,0.0,1.0,0.0
9399,9549,Just Cause 2,PC,2010.0,Action,Desconocido,0.0,0.1,0.0,0.03,0.13,0.0,0.7692307692307693,0.0,0.23076923076923075
9400,9550,Ty the Tasmanian Tiger 2: Bush Rescue,GBA,2004.0,Platform,Desconocido,0.09,0.03,0.0,0.0,0.13,0.6923076923076923,0.23076923076923075,0.0,0.0
9401,9551,Venetica,PS3,2010.0,Role-Playing,Desconocido,0.07,0.04,0.0,0.02,0.13,0.5384615384615385,0.3076923076923077,0.0,0.15384615384615385
9402,9552,Teenage Mutant Ninja Turtles 2: Battle Nexus,XB,2004.0,Action,Desconocido,0.1,0.03,0.0,0.0,0.13,0.7692307692307693,0.23076923076923075,0.0,0.0
9403,9553,LEGO Racers 2,PS2,2001.0,Racing,Desconocido,0.06,0.05,0.0,0.02,0.13,0.4615384615384615,0.38461538461538464,0.0,0.15384615384615385
9404,9554,Backyard Baseball,GC,2003.0,Sports,Desconocido,0.1,0.03,0.0,0.0,0.13,0.7692307692307693,0.23076923076923075,0.0,0.0
9405,9555,Transformers: War for Cybertron -- Decepticons,DS,2010.0,Action,Desconocido,0.11,0.01,0.0,0.01,0.13,0.8461538461538461,0.07692307692307693,0.0,0.07692307692307693
9406,9556,Overlord: Raising Hell,PS3,2008.0,Action,Desconocido,0.07,0.04,0.0,0.02,0.13,0.5384615384615385,0.3076923076923077,0.0,0.15384615384615385
9407,9557,Sega GT,DC,2000.0,Racing,Desconocido,0.0,0.0,0.13,0.0,0.13,0.0,0.0,1.0,0.0
9408,9558,Fuse (Insomniac),X360,2013.0,Shooter,Desconocido,0.08,0.04,0.0,0.01,0.13,0.6153846153846154,0.3076923076923077,0.0,0.07692307692307693
9409,9559,Cabela's Dangerous Hunts 2009,PS3,2008.0,Sports,Desconocido,0.12,0.0,0.0,0.01,0.13,0.923076923076923,0.0,0.0,0.07692307692307693
9410,9560,Legends of Wrestling,GC,2002.0,Fighting,Desconocido,0.1,0.03,0.0,0.0,0.13,0.7692307692307693,0.23076923076923075,0.0,0.0
9411,9561,Space Bust-A-Move,DS,2008.0,Puzzle,Desconocido,0.1,0.02,0.0,0.01,0.13,0.7692307692307693,0.15384615384615385,0.0,0.07692307692307693
9412,9562,Legend of the Guardians: The Owls of Ga'Hoole,Wii,2010.0,Action,Desconocido,0.11,0.01,0.0,0.01,0.13,0.8461538461538461,0.07692307692307693,0.0,0.07692307692307693
9413,9563,Gunstar Heroes,GEN,1992.0,Shooter,Desconocido,0.0,0.0,0.13,0.0,0.13,0.0,0.0,1.0,0.0
9414,9564,All-Star Baseball 2004,XB,2003.0,Sports,Desconocido,0.1,0.03,0.0,0.0,0.13,0.7692307692307693,0.23076923076923075,0.0,0.0
9415,9565,Tamagotchi no Pichi Pichi Omisecchi,DS,2010.0,Action,Desconocido,0.0,0.0,0.13,0.0,0.13,0.0,0.0,1.0,0.0
9416,9566,Shining Wind,PS2,2007.0,Role-Playing,Desconocido,0.0,0.0,0.13,0.0,0.13,0.0,0.0,1.0,0.0
9417,9567,Brothers in Arms: Double Time,Wii,2008.0,Shooter,Desconocido,0.11,0.0,0.0,0.01,0.13,0.8461538461538461,0.0,0.0,0.07692307692307693
9418,9568,Portal Runner,PS2,2001.0,Platform,Desconocido,0.06,0.05,0.0,0.02,0.13,0.4615384615384615,0.38461538461538464,0.0,0.15384615384615385
9419,9569,Pokémon: For Ho-Oh the Bells Toll!: Game Boy Advance Video,GBA,2004.0,Misc,Desconocido,0.09,0.03,0.0,0.0,0.13,0.6923076923076923,0.23076923076923075,0.0,0.0
9420,9570,Pro Evolution Soccer 2016,X360,2015.0,Sports,Desconocido,0.04,0.08,0.0,0.01,0.13,0.3076923076923077,0.6153846153846154,0.0,0.07692307692307693
9421,9571,Batman: Arkham Knight,PC,2015.0,Action,Desconocido,0.08,0.03,0.0,0.01,0.13,0.6153846153846154,0.23076923076923075,0.0,0.07692307692307693
9422,9572,Warriors Orochi 2,PS2,2008.0,Action,Desconocido,0.06,0.05,0.0,0.02,0.13,0.4615384615384615,0.38461538461538464,0.0,0.15384615384615385
9423,9573,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,PS2,2005.0,Platform,Desconocido,0.06,0.05,0.0,0.02,0.13,0.4615384615384615,0.38461538461538464,0.0,0.15384615384615385
9424,9574,Need for Speed: ProStreet,DS,2007.0,Racing,Desconocido,0.11,0.01,0.0,0.01,0.13,0.8461538461538461,0.07692307692307693,0.0,0.07692307692307693
9425,9575,Assault: Retribution,PS,1998.0,Action,Desconocido,0.07,0.05,0.0,0.01,0.13,0.5384615384615385,0.38461538461538464,0.0,0.07692307692307693
9426,9576,Sengoku Basara 3 Utage,Wii,2011.0,Action,Desconocido,0.0,0.0,0.13,0.0,0.13,0.0,0.0,1.0,0.0
9427,9577,Spartan: Total Warrior,XB,2005.0,Action,Desconocido,0.1,0.03,0.0,0.0,0.13,0.7692307692307693,0.23076923076923075,0.0,0.0
9428,9578,Gravity Rush Remastered,PS4,2015.0,Action,Desconocido,0.02,0.05,0.04,0.01,0.13,0.15384615384615385,0.38461538461538464,0.3076923076923077,0.07692307692307693
9429,9579,Rock Band Track Pack Volume 2,PS3,2008.0,Misc,Desconocido,0.11,0.0,0.0,0.01,0.13,0.8461538461538461,0.0,0.0,0.07692307692307693
9430,9580,City Crisis,PS2,2001.0,Simulation,Desconocido,0.06,0.05,0.0,0.02,0.13,0.4615384615384615,0.38461538461538464,0.0,0.15384615384615385
9431,9581,Zapper: One Wicked Cricket!,GC,2002.0,Platform,Desconocido,0.1,0.03,0.0,0.0,0.13,0.7692307692307693,0.23076923076923075,0.0,0.0
9432,9582,Star Wars: Clone Wars,XB,2003.0,Shooter,Desconocido,0.1,0.03,0.0,0.0,0.13,0.7692307692307693,0.23076923076923075,0.0,0.0
9433,9583,Assassination Classroom: Grand Siege on Kuro-sensei,3DS,2015.0,Action,Desconocido,0.0,0.0,0.13,0.0,0.13,0.0,0.0,1.0,0.0
9434,9584,Dynasty Warriors 5 Empires,X360,2006.0,Action,Desconocido,0.11,0.01,0.0,0.01,0.13,0.8461538461538461,0.07692307692307693,0.0,0.07692307692307693
9435,9585,High Rollers Casino,XB,2004.0,Misc,Desconocido,0.1,0.03,0.0,0.0,0.13,0.7692307692307693,0.23076923076923075,0.0,0.0
9436,9586,Advent Rising,XB,2005.0,Action,Desconocido,0.1,0.03,0.0,0.0,0.13,0.7692307692307693,0.23076923076923075,0.0,0.0
9437,9587,Surf Riders,PS,1999.0,Sports,Desconocido,0.07,0.05,0.0,0.01,0.13,0.5384615384615385,0.38461538461538464,0.0,0.07692307692307693
9438,9588,Torino 2006,PS2,2006.0,Sports,Desconocido,0.06,0.05,0.0,0.02,0.13,0.4615384615384615,0.38461538461538464,0.0,0.15384615384615385
9439,9589,Nobunaga no Yabou: Ranseiki,PS2,2002.0,Strategy,Desconocido,0.0,0.0,0.13,0.0,0.13,0.0,0.0,1.0,0.0
9440,9590,Derby Stallion Advance,GBA,2002.0,Sports,Desconocido,0.0,0.0,0.12,0.0,0.13,0.0,0.0,0.923076923076923,0.0
9441,9591,PBR: Out of the Chute,Wii,2008.0,Sports,Desconocido,0.12,0.0,0.0,0.01,0.13,0.923076923076923,0.0,0.0,0.07692307692307693
9442,9592,Monopoly Party,GC,2002.0,Misc,Desconocido,0.1,0.03,0.0,0.0,0.13,0.7692307692307693,0.23076923076923075,0.0,0.0
9443,9593,LEGO Batman 2: DC Super Heroes,WiiU,2013.0,Action,Desconocido,0.05,0.07,0.0,0.01,0.13,0.38461538461538464,0.5384615384615385,0.0,0.07692307692307693
9444,9594,Thor: God of Thunder,DS,2011.0,Action,Desconocido,0.09,0.03,0.0,0.01,0.13,0.6923076923076923,0.23076923076923075,0.0,0.07692307692307693
9445,9595,TOCA Race Driver 2: Ultimate Racing Simulator,XB,2004.0,Racing,Desconocido,0.09,0.03,0.0,0.0,0.13,0.6923076923076923,0.23076923076923075,0.0,0.0
9446,9596,The Price is Right: Decades,Wii,2011.0,Misc,Desconocido,0.12,0.0,0.0,0.01,0.13,0.923076923076923,0.0,0.0,0.07692307692307693
9447,9597,Snood,GBA,2001.0,Puzzle,Desconocido,0.09,0.03,0.0,0.0,0.13,0.6923076923076923,0.23076923076923075,0.0,0.0
9448,9598,The Sky Crawlers: Innocent Aces,Wii,2008.0,Simulation,Desconocido,0.09,0.02,0.01,0.01,0.13,0.6923076923076923,0.15384615384615385,0.07692307692307693,0.07692307692307693
9449,9599,Avatar: The Last Airbender - Into the Inferno,DS,2008.0,Adventure,Desconocido,0.11,0.01,0.0,0.01,0.13,0.8461538461538461,0.07692307692307693,0.0,0.07692307692307693
9450,9600,Fit in Six,PS3,2011.0,Sports,Desconocido,0.12,0.0,0.0,0.01,0.13,0.923076923076923,0.0,0.0,0.07692307692307693
9451,9601,Monster Jam: Urban Assault,PS2,2008.0,Racing,Desconocido,0.06,0.05,0.0,0.02,0.13,0.4615384615384615,0.38461538461538464,0.0,0.15384615384615385
9452,9602,Ice Age: Dawn of the Dinosaurs,X360,2009.0,Action,Desconocido,0.09,0.03,0.0,0.01,0.13,0.6923076923076923,0.23076923076923075,0.0,0.07692307692307693
9453,9603,DT Racer,PS2,2005.0,Racing,Desconocido,0.06,0.05,0.0,0.02,0.13,0.4615384615384615,0.38461538461538464,0.0,0.15384615384615385
9454,9604,SimAnimals Africa,Wii,2009.0,Simulation,Desconocido,0.1,0.01,0.0,0.01,0.13,0.7692307692307693,0.07692307692307693,0.0,0.07692307692307693
9455,9605,Deepak Chopra's Leela,X360,2011.0,Misc,Desconocido,0.07,0.05,0.0,0.01,0.13,0.5384615384615385,0.38461538461538464,0.0,0.07692307692307693
9456,9606,Twister Mania,X360,2011.0,Misc,Desconocido,0.1,0.01,0.0,0.01,0.13,0.7692307692307693,0.07692307692307693,0.0,0.07692307692307693
9457,9607,World Cup Golf: Professional Edition,PS,1995.0,Sports,Desconocido,0.07,0.05,0.0,0.01,0.13,0.5384615384615385,0.38461538461538464,0.0,0.07692307692307693
9458,9608,Black Dawn,PS,1996.0,Simulation,Desconocido,0.07,0.05,0.0,0.01,0.13,0.5384615384615385,0.38461538461538464,0.0,0.07692307692307693
9459,9609,Soccer Tsuku: Pro Soccer Club o Tsukurou!,PS3,2013.0,Sports,Desconocido,0.0,0.0,0.13,0.0,0.13,0.0,0.0,1.0,0.0
9460,9610,428: Fuusa Sareta Shibuya de,Wii,2008.0,Adventure,Desconocido,0.0,0.0,0.13,0.0,0.13,0.0,0.0,1.0,0.0
9461,9611,Kelly Slater's Pro Surfer,GBA,2002.0,Sports,Desconocido,0.09,0.03,0.0,0.0,0.13,0.6923076923076923,0.23076923076923075,0.0,0.0
9462,9612,Warriors of Might and Magic,PS,2001.0,Adventure,Desconocido,0.07,0.05,0.0,0.01,0.13,0.5384615384615385,0.38461538461538464,0.0,0.07692307692307693
9463,9613,Drome Racers,PS2,2002.0,Racing,Desconocido,0.06,0.05,0.0,0.02,0.13,0.4615384615384615,0.38461538461538464,0.0,0.15384615384615385
9464,9614,X-Men: Next Dimension,GC,2002.0,Fighting,Desconocido,0.1,0.03,0.0,0.0,0.13,0.7692307692307693,0.23076923076923075,0.0,0.0
9465,9615,Impossible Mission,DS,2007.0,Platform,Desconocido,0.12,0.0,0.0,0.01,0.13,0.923076923076923,0.0,0.0,0.07692307692307693
9466,9616,NCIS,PS3,2011.0,Adventure,Desconocido,0.07,0.04,0.0,0.02,0.13,0.5384615384615385,0.3076923076923077,0.0,0.15384615384615385
9467,9617,Cabela's Dangerous Hunts 2011,DS,2010.0,Sports,Desconocido,0.12,0.0,0.0,0.01,0.13,0.923076923076923,0.0,0.0,0.07692307692307693
9468,9618,Garfield's Fun Fest,DS,2008.0,Platform,Desconocido,0.07,0.04,0.0,0.01,0.13,0.5384615384615385,0.3076923076923077,0.0,0.07692307692307693
9469,9619,7th Dragon 2020-II,PSP,2013.0,Role-Playing,Desconocido,0.0,0.0,0.13,0.0,0.13,0.0,0.0,1.0,0.0
9470,9620,Doukyuusei 2,SAT,1997.0,Role-Playing,Desconocido,0.0,0.0,0.13,0.0,0.13,0.0,0.0,1.0,0.0
9471,9621,SkullMonkeys,PS,1998.0,Platform,Desconocido,0.07,0.05,0.0,0.01,0.13,0.5384615384615385,0.38461538461538464,0.0,0.07692307692307693
9472,9622,Cloudy With a Chance of Meatballs,Wii,2009.0,Platform,Desconocido,0.11,0.0,0.0,0.01,0.13,0.8461538461538461,0.0,0.0,0.07692307692307693
